"","LEA_NAME","SCH_NAME","isCHARTER","PK","KG","G01","G02","G03","G04","G05","G06","G07","G08","G09","G10","G11","G12","G13","LEVEL","magnetSchoolStatus","city","MEMBER","zip","PctFreeLunch","SCH_TYPE_TEXT","TOTFRL","Census_AttainDiplomHigher","Census_LangHomeNotEnglish","Census_Pop25older","Census_TotalHouseholds","LAT","LON","AttendRate","PctProfELA","raceWHITE","raceAMERIND","raceASIAN","raceBLACK","raceHI","numberHispanic","numberTR","LEAID","aun2","NCESSCH","ST_LEAID"
"440","Philadelphia City SD","Childs George W Sch","No","37","65","72","59","80","74","54","65","46","75","-2","-2","-2","-2","-2","1","No","Philadelphia","627","19146","100","Regular School","627","855213","325401","1035252","582594",39.934544,-75.170699,"93.38","34.369999999999997","10","2","141","334","88","1","51","4218990","1265150011265","421899003622","126515001"
"441","East Lycoming SD","Carl G Renn El Sch","No","19","36","33","39","34","29","23","23","-2","-2","-2","-2","-2","-2","-2","1","No","Lairdsville","236","17742","48.728813559322035","Regular School","115","6677","148","7464","4133",41.23037,-76.61268,"96.44","65.52","232","0","0","0","1","0","3","4208490","1174120031174","420849003021","117412003"
"442","East Penn SD","Alburtis El Sch","No","-2","54","61","41","59","59","45","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Alburtis","319","18011","35.1097178683385","Regular School","112","37069","5328","39672","22448",40.507803,-75.606476,"96.14","69.180000000000007","226","0","10","16","52","0","15","4208550","1213923031213","420855002799","121392303"
"443","York City SD","Davis Sch","No","37","58","75","55","60","74","71","58","65","53","-2","-2","-2","-2","-2","1","No","York","606","17403","100","Regular School","606","20108","9863","25649","16260",39.96585,-76.698551,NA,NA,"85","1","7","215","253","0","45","4226820","1126790021126","422682007460","112679002"
"444","Avon Grove SD","Penn London El Sch","No","-2","228","293","302","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","West Grove","823","19390","32.077764277035236","Regular School","264","18242","5238","20696","10662",39.799004,-75.884023,NA,NA,"521","0","15","9","247","1","30","4202790","1241505031241","420279010008","124150503"
"445","Scranton SD","West Scranton HS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","242","237","219","239","-2","3","No","Scranton","937","18504","72.038420490928502","Regular School","675","42320","11668","49874","28984",41.409203,-75.688266,"90.56","55.71","620","0","8","124","158","10","17","4221090","1193574021193","422109002489","119357402"
"446","Philadelphia City SD","Meredith William M Sch","No","-2","60","75","73","69","65","63","55","64","54","-2","-2","-2","-2","-2","1","No","Philadelphia","578","19147","100","Regular School","578","855213","325401","1035252","582594",39.939705,-75.150922,"96.15","83.66","354","3","60","70","38","0","53","4218990","1265150011265","421899003649","126515001"
"447","Penn Manor SD","Manor Middle School","No","-2","-2","-2","-2","-2","-2","-2","-2","229","203","-2","-2","-2","-2","-2","2","No","Lancaster","432","17603","43.981481481481481","Regular School","190","25030","2625","27683","16083",40.017657,-76.384418,NA,NA,"304","3","14","27","69","2","13","4218630","1133652031133","421863000119","113365203"
"448","Springfield SD","Scenic Hills El Sch","No","-2","-2","-2","145","155","159","168","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Springfield","627","19064","15.311004784688899","Regular School","96","18055","2383","18971","9468",39.938482,-75.321807,"96.72","85.62","531","0","38","23","21","0","14","4222600","1252385021252","422260006519","125238502"
"449","Lampeter-Strasburg SD","Hans Herr El Sch","No","-2","-2","-2","-2","211","224","239","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Lampeter","674","17537","28.041543026706233","Regular School","189","14978","1955","16485","8870",39.995403,-76.234072,"95.65","81.95","582","0","7","6","52","0","27","4213110","1133636031133","421311002606","113363603"
"450","Philadelphia City SD","Girard Stephen Sch","No","-2","120","123","125","105","127","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Philadelphia","600","19145","100","Regular School","600","855213","325401","1035252","582594",39.92463,-75.17678,"91.15","28.36","25","1","120","374","34","0","46","4218990","1265150011265","421899003776","126515001"
"451","Norristown Area SD","Marshall Street El Sch","No","-2","115","138","147","142","149","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Norristown","691","19403","84.659913169319822","Regular School","585","40354","11945","46387","25634",40.128583,-75.362806,"95.59","44.00","111","0","18","210","269","0","83","4216980","1234656021234","421698003408","123465602"
"452","Abington SD","Abington SHS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","599","576","601","-2","3","No","Abington","1776","19001","19.707207207207201","Regular School","350","39062","6333","41165","22024",40.112119,-75.131815,"91.88","90.73","1126","1","76","414","109","0","50","4202040","1234603021234","420204003241","123460302"
"453","Southern Columbia Area SD","Southern Columbia MS","No","-2","-2","-2","-2","-2","-2","104","128","107","122","-2","-2","-2","-2","-2","2","No","Catawissa","461","17820","20.390455531453362","Regular School","94","6988","192","7562","4474",40.904675,-76.49558,NA,NA,"442","2","2","0","7","1","7","4222260","1161975031161","422226000558","116197503"
"454","Riverside SD","Riverside JSHS","No","-2","-2","-2","-2","-2","-2","-2","-2","110","116","121","100","100","108","-2","3","No","Taylor","655","18517","54.809160305343511","Regular School","359","7760","836","8663","4802",41.380731,-75.719943,"93.45","53.50","537","0","16","19","80","0","3","4223250","1193570031193","422325002496","119357003"
"455","Bristol Township SD","Washington El Sch","No","-2","49","55","57","55","65","49","63","-2","-2","-2","-2","-2","-2","-2","1","No","Levittown","393","19055","53.944020356234098","Regular School","212","32835","6020","37338","19440",40.154633,-74.83917,NA,NA,"319","0","3","22","34","0","15","4204230","1220913521220","420423001025","122091352"
"456","Owen J Roberts SD","Owen J Roberts MS","No","-2","-2","-2","-2","-2","-2","-2","-2","392","436","1","-2","-2","-2","-2","2","No","Pottstown","829","19465","14.837153196622401","Regular School","123","22008","1874","23451","12325",40.176937,-75.65301,"96.41","80.33","721","1","23","19","25","1","39","4218270","1241566031241","421827005010","124156603"
"457","Avon Grove SD","Avon Grove Intrmd Sch","No","-2","-2","-2","-2","361","371","374","399","-2","-2","-2","-2","-2","-2","-2","1","No","West Grove","1505","19390","27.375415282392026","Regular School","412","18242","5238","20696","10662",39.796174,-75.884628,"96.12","71.81","1012","0","32","26","387","0","48","4202790","1241505031241","420279001365","124150503"
"458","Pocono Mountain SD","Pocono Mountain West HS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","420","415","440","456","-2","3","No","Pocono Summit","1731","18346","69.439630271519306","Regular School","1202","38356","10275","42805","21387",41.110047,-75.42356,"NA","NA","600","9","43","605","471","1","2","4219500","1204554031204","421950000679","120455403"
"459","Central Bucks SD","Linden El Sch","No","-2","31","41","77","60","83","82","59","-2","-2","-2","-2","-2","-2","-2","1","No","Doylestown","433","18901","11.085450346420323","Regular School","48","76834","10617","80091","41650",40.317267,-75.117557,"96.11","90.48","387","0","8","2","22","0","14","4205310","1220921021220","420531001057","122092102"
"460","Twin Valley SD","Twin Valley HS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","275","289","261","241","-2","3","No","Elverson","1066","19520","28.048780487804802","Regular School","299","15147","1766","16813","8850",40.162335,-75.855896,"NA","NA","982","1","13","22","46","0","2","4224000","1140681031140","422400000873","114068103"
"461","Stroudsburg Area SD","Stroudsburg MS","No","-2","-2","-2","-2","-2","-2","366","339","388","-2","-2","-2","-2","-2","-2","2","No","Stroudsburg","1093","18360","43.183897529734601","Regular School","472","20357","5462","22891","11713",40.997049,-75.237686,"NA","NA","635","2","44","172","208","3","29","4222860","1204560031204","422286000884","120456003"
"462","Easton Area SD","Easton Area HS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","724","623","644","623","-2","3","No","Easton","2614","18045","46.059678653404703","Regular School","1204","39282","9828","43741","23548",40.682677,-75.252968,"96.2","69.44","1393","1","129","529","513","0","49","4208850","1204833021204","420885003482","120483302"
"463","Upper Darby SD","Stonehurst Hills El Sch","No","-2","-2","102","135","100","102","107","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Upper Darby","546","19082","88.827838827838804","Regular School","485","53746","19066","60179","33189",39.9511,-75.258438,"92.95","23.29","25","0","19","468","27","1","6","4224320","1252394521252","422432001968","125239452"
"464","Boyertown Area SD","Pine Forge El Sch","No","-2","31","40","39","47","40","42","45","-2","-2","-2","-2","-2","-2","-2","1","No","Boyertown","284","19512","35.2112676056338","Regular School","100","31489","1225","34328","18524",40.282181,-75.694166,NA,NA,"257","0","1","3","11","0","12","4203960","1140607531140","420396000761","114060753"
"465","West York Area SD","West York Area HS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","203","224","217","224","-2","3","No","York","868","17404","39.285714285714285","Regular School","341","14997","1293","16793","9532",39.959114,-76.767467,"93.51","80.51","628","2","16","93","93","2","34","4225980","1126785031126","422598006705","112678503"
"466","North Penn SD","Kulp El Sch","No","-2","73","77","72","78","63","78","92","-2","-2","-2","-2","-2","-2","-2","1","No","Hatfield","533","19440","36.022514071294559","Regular School","192","68031","17577","72148","39113",40.267137,-75.277108,"96.09","79.00","335","0","88","40","42","0","28","4217280","1234657021234","421728003275","123465702"
"467","York City SD","Ferguson Sch","No","20","65","79","72","73","81","91","92","91","80","-2","-2","-2","-2","-2","1","No","York","744","17404","100","Regular School","744","20108","9863","25649","16260",39.96762,-76.738321,NA,NA,"119","0","5","252","316","0","52","4226820","1126790021126","422682007440","112679002"
"468","Bethlehem Area SD","James Buchanan El Sch","No","-2","50","40","53","43","46","42","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Bethlehem","274","18017","52.189781021897801","Regular School","143","70992","23674","79240","44762",40.638097,-75.407435,"95.97","61.07","163","1","8","20","69","0","13","4203570","1204810021204","420357003442","120481002"
"469","Universal Institute CS","Universal Institute CS","Yes","-2","72","99","99","164","69","60","65","58","57","0","-2","-2","-2","-2","4","No","Philadelphia","743","19146","82.907133243606992","Regular School","616",NA,NA,NA,NA,39.940831,-75.167665,NA,NA,"3","2","9","700","27","0","2","4200055","1265132101265","420005500495","126513210"
"470","West Shore SD","New Cumberland MS","No","-2","-2","-2","-2","-2","-2","-2","216","227","189","-2","-2","-2","-2","-2","2","No","New Cumberland","632","17070","35.917721518987342","Regular School","227","42811","3649","46289","25464",40.23073,-76.871071,NA,NA,"485","0","10","38","65","2","32","4225830","1152190021152","422583007490","115219002"
"471","Riverside SD","Riverside JSHS","No","-2","-2","-2","-2","-2","-2","-2","-2","110","116","121","100","100","108","-2","3","No","Taylor","655","18517","54.809160305343497","Regular School","359","7760","836","8663","4802",41.380731,-75.719943,"93.45","53.5","537","0","16","19","80","0","3","4223250","1193570031193","422325002496","119357003"
"472","Executive Education Academy Charter School","Executive Education Academy Charter Scho","Yes","-2","93","78","79","91","-2","86","92","87","83","82","-2","-2","-2","-2","4","No","Allentown","771","18109","99.610894941634243","Regular School","768",NA,NA,NA,NA,40.62361,-75.453181,NA,NA,"35","2","3","135","588","0","8","4200879","1213980651213","420087907523","121398065"
"473","Phoenixville Area SD","Phoenixville Area Kdg Ctr","No","-2","261","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Phoenixville","261","19460","26.4367816091954","Regular School","69","22002","2742","23194","13356",40.132084,-75.515029,"NA","NA","195","0","5","11","37","0","13","4219050","1241572031241","421905007296","124157203"
"474","Lower Dauphin SD","Londonderry El Sch","No","-2","51","37","39","57","48","45","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Middletown","277","17057","41.877256317689529","Regular School","116","16276","1234","17910","10040",40.19169,-76.67935,"95.81","67.59","245","0","0","4","16","0","12","4214100","1152240031152","421410001775","115224003"
"475","Bangor Area SD","Bangor Area MS","No","-2","-2","-2","-2","-2","-2","-2","-2","256","234","-2","-2","-2","-2","-2","2","No","Bangor","490","18013","42.448979591836697","Regular School","208","14496","1149","16318","8446",40.875526,-75.151353,"95.19","64.66","446","1","6","5","28","0","4","4203000","1204808031204","420300005257","120480803"
"476","East Lycoming SD","Joseph C Ashkar El Sch","No","31","67","63","66","64","68","85","63","-2","-2","-2","-2","-2","-2","-2","1","No","Hughesville","507","17737","36.489151873767256","Regular School","185","6677","148","7464","4133",41.236597,-76.733882,"96.78","80.90","485","1","6","1","4","3","7","4208490","1174120031174","420849003019","117412003"
"477","Pennridge SD","West Rockhill El Sch","No","-2","47","71","65","93","74","65","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Sellersville","415","18960","25.783132530120401","Regular School","107","32011","3206","34300","18506",40.367222,-75.325763,"NA","NA","374","0","5","7","15","0","14","4218750","1220981031220","421875009958","122098103"
"478","Philadelphia City SD","Allen Dr Ethel Sch","No","20","56","69","64","85","61","45","63","59","46","-2","-2","-2","-2","-2","1","No","Philadelphia","568","19132","100","Regular School","568","855213","325401","1035252","582594",39.997361,-75.183736,"90.03","13.60","6","0","0","528","21","0","13","4218990","1265150011265","421899005292","126515001"
"479","Kutztown Area SD","Kutztown Area MS","No","-2","-2","-2","-2","-2","-2","-2","115","101","111","-2","-2","-2","-2","-2","2","No","Kutztown","327","19530","31.804281345565698","Regular School","104","8620","1714","9766","5658",40.51184,-75.76954,"95.18","65.739999999999995","290","1","7","7","16","1","5","4212930","1140640031140","421293006315","114064003"
"480","Cheltenham Township SD","Glenside El Sch","No","-2","77","107","103","92","99","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Elkins Park","478","19027","23.012552301255202","Regular School","110","23992","5747","25133","14349",40.068979,-75.113158,"96.37","70.709999999999994","215","0","16","200","25","1","21","4205760","1234613021234","420576003256","123461302"
